swimmer_id,class_id,instructor_id,class_name,session,status
1019,5086,23,RSS 4 Monday 5:00 pm,2024 Fall,archived
1003,5087,23,Adult Learn to Swim Saturday 10:30 am,2024 Fall,archived
1255,5088,4,RSS 12 Wednesday 6:15 pm,2024 Fall,archived
1160,5089,20,Adapted Monday 5:00 pm,2024 Fall,archived
1273,5090,2,RSS 6 Friday 4:30 pm,2024 Fall,archived
1261,5091,22,RSS 6 Monday 5:00 pm,2024 Fall,archived
1215,5092,21,RSS 6 Monday 4:30 pm,2024 Fall,archived
1138,5093,16,RSS 2 Thursday 4:00 pm,2024 Fall,archived
1055,5094,21,Adult Learn to Swim Thursday 6:15 pm,2024 Fall,archived
1130,5095,5,RSS 7 Tuesday 6:15 pm,2024 Fall,archived
1224,5096,17,RSS 11 Wednesday 5:00 pm,2024 Fall,archived
1222,5097,18,Adapted Thursday 4:30 pm,2024 Fall,archived
1090,5098,14,Adult Learn to Swim Saturday 5:00 pm,2024 Fall,archived
1251,5099,9,RSS 6 Tuesday 9:00 am,2024 Fall,archived
1063,5100,9,RSS 8 Tuesday 4:30 pm,2024 Fall,archived
1095,5101,19,RSS 10 Saturday 4:30 pm,2024 Fall,archived
1073,5102,11,RSS 1 Thursday 4:00 pm,2024 Fall,archived
1041,5103,6,RSS 8 Tuesday 4:00 pm,2024 Fall,archived
1113,5104,9,RSS 6 Wednesday 5:00 pm,2024 Fall,archived
1140,5105,23,RSS 5 Friday 9:00 am,2024 Fall,archived
1181,5106,17,RSS 4 Monday 10:30 am,2024 Fall,archived
1078,5107,24,RSS 7 Thursday 5:00 pm,2024 Fall,archived
1157,5108,25,RSS 4 Saturday 4:30 pm,2024 Fall,archived
1168,5109,21,RSS 12 Thursday 4:30 pm,2024 Fall,archived
1274,5110,1,RSS 2 Wednesday 10:30 am,2024 Fall,archived
1214,5111,13,RSS 12 Tuesday 4:00 pm,2024 Fall,archived
1171,5112,22,RSS 10 Wednesday 4:30 pm,2024 Fall,archived
1142,5113,18,RSS 9 Wednesday 4:30 pm,2024 Fall,archived
1219,5114,24,RSS 9 Wednesday 4:00 pm,2024 Fall,archived
1170,5115,23,RSS 8 Wednesday 4:00 pm,2024 Fall,archived
1027,5116,9,RSS 4 Monday 6:15 pm,2024 Fall,archived
1035,5117,7,RSS 6 Monday 6:15 pm,2024 Fall,archived
1205,5118,18,Adapted Saturday 10:30 am,2024 Fall,archived
1257,5119,7,RSS 4 Saturday 4:30 pm,2024 Fall,archived
1028,5120,9,RSS 12 Friday 5:00 pm,2024 Fall,archived
1188,5121,20,RSS 5 Monday 10:30 am,2024 Fall,archived
1040,5122,10,RSS 4 Wednesday 10:30 am,2024 Fall,archived
1070,5123,10,RSS 1 Saturday 5:00 pm,2024 Fall,archived
1199,5124,5,RSS 5 Monday 9:00 am,2024 Fall,archived
1155,5125,18,RSS 5 Saturday 10:30 am,2024 Fall,archived
1054,5126,21,Adult Learn to Swim Thursday 9:00 am,2024 Fall,archived
1088,5127,1,RSS 10 Wednesday 4:30 pm,2024 Fall,archived
1229,5128,16,RSS 8 Wednesday 10:30 am,2024 Fall,archived
1163,5129,2,RSS 5 Thursday 9:00 am,2024 Fall,archived
1183,5130,3,RSS 7 Thursday 9:00 am,2024 Fall,archived
1280,5131,19,RSS 11 Saturday 9:00 am,2024 Fall,archived
1126,5132,5,RSS 3 Friday 4:00 pm,2024 Fall,archived
1065,5133,3,RSS 4 Monday 5:00 pm,2024 Fall,archived
1014,5134,25,RSS 7 Friday 5:00 pm,2024 Fall,archived
1024,5135,20,RSS 4 Friday 4:30 pm,2024 Fall,archived
1283,5136,15,RSS 8 Wednesday 5:00 pm,2024 Fall,archived
1109,5137,14,RSS 5 Friday 5:00 pm,2024 Fall,archived
1071,5138,2,RSS 10 Saturday 9:00 am,2024 Fall,archived
1012,5139,25,RSS 4 Saturday 10:30 am,2024 Fall,archived
1001,5140,9,RSS 11 Monday 10:30 am,2024 Fall,archived
1285,5141,8,RSS 3 Friday 9:00 am,2024 Fall,archived
1204,5142,6,RSS 1 Thursday 4:30 pm,2024 Fall,archived
1189,5143,23,RSS 10 Thursday 4:00 pm,2024 Fall,archived
1256,5144,2,RSS 4 Wednesday 6:15 pm,2024 Fall,archived
1114,5145,10,RSS 12 Thursday 9:00 am,2024 Fall,archived
1180,5146,22,RSS 4 Wednesday 6:15 pm,2024 Fall,archived
1281,5147,19,RSS 11 Tuesday 4:30 pm,2024 Fall,archived
1144,5148,4,RSS 9 Tuesday 6:15 pm,2024 Fall,archived
1190,5149,5,RSS 5 Tuesday 9:00 am,2024 Fall,archived
1029,5150,2,RSS 3 Wednesday 5:00 pm,2024 Fall,archived
1020,5151,24,Adult Learn to Swim Friday 4:00 pm,2024 Fall,archived
1294,5152,15,RSS 2 Thursday 6:15 pm,2024 Fall,archived
1196,5153,10,RSS 12 Thursday 4:00 pm,2024 Fall,archived
1010,5154,17,RSS 9 Thursday 4:30 pm,2024 Fall,archived
1275,5155,3,RSS 10 Monday 4:30 pm,2024 Fall,archived
1176,5156,24,RSS 6 Friday 4:00 pm,2024 Fall,archived
1038,5157,1,RSS 2 Tuesday 6:15 pm,2024 Fall,archived
1111,5158,19,RSS 10 Monday 6:15 pm,2024 Fall,archived
1033,5159,9,RSS 10 Monday 10:30 am,2024 Fall,archived
1239,5160,16,RSS 9 Saturday 4:30 pm,2024 Fall,archived
1079,5161,9,RSS 3 Friday 4:30 pm,2024 Fall,archived
1298,5162,21,Adult Learn to Swim Thursday 9:00 am,2024 Fall,archived
1141,5163,16,RSS 6 Thursday 4:00 pm,2024 Fall,archived
1092,5164,11,RSS 11 Monday 10:30 am,2024 Fall,archived
1175,5165,11,RSS 7 Saturday 4:30 pm,2024 Fall,archived
1260,5166,10,RSS 11 Thursday 5:00 pm,2024 Fall,archived
1185,5167,2,RSS 8 Monday 4:00 pm,2024 Fall,archived
1091,5168,9,RSS 6 Monday 4:30 pm,2024 Fall,archived
1105,5169,17,Adult Learn to Swim Monday 6:15 pm,2024 Fall,archived
1179,5170,18,RSS 8 Thursday 9:00 am,2024 Fall,archived
1248,5171,7,RSS 9 Wednesday 5:00 pm,2024 Fall,archived
1216,5172,25,RSS 8 Saturday 4:30 pm,2024 Fall,archived
1046,5173,25,RSS 1 Tuesday 4:00 pm,2024 Fall,archived
1197,5174,18,RSS 3 Wednesday 4:30 pm,2024 Fall,archived
1270,5175,23,RSS 8 Monday 9:00 am,2024 Fall,archived
1004,5176,21,RSS 10 Tuesday 6:15 pm,2024 Fall,archived
1023,5177,6,RSS 5 Friday 9:00 am,2024 Fall,archived
1243,5178,18,RSS 7 Monday 10:30 am,2024 Fall,archived
1119,5179,4,RSS 8 Monday 6:15 pm,2024 Fall,archived
1043,5180,5,RSS 8 Saturday 4:00 pm,2024 Fall,archived
1261,5181,22,Adult Learn to Swim Tuesday 6:15 pm,2025 Winter,archived
1140,5182,4,RSS 11 Saturday 9:00 am,2025 Winter,archived
1213,5183,10,Adapted Thursday 9:00 am,2025 Winter,archived
1248,5184,19,RSS 6 Saturday 10:30 am,2025 Winter,archived
1242,5185,3,RSS 5 Wednesday 6:15 pm,2025 Winter,archived
1125,5186,14,RSS 3 Tuesday 10:30 am,2025 Winter,archived
1234,5187,18,RSS 6 Friday 5:00 pm,2025 Winter,archived
1283,5188,9,Adult Learn to Swim Tuesday 4:00 pm,2025 Winter,archived
1075,5189,16,Adapted Wednesday 6:15 pm,2025 Winter,archived
1197,5190,11,Adapted Monday 4:30 pm,2025 Winter,archived
1098,5191,3,RSS 3 Tuesday 6:15 pm,2025 Winter,archived
1300,5192,24,RSS 11 Thursday 5:00 pm,2025 Winter,archived
1070,5193,12,RSS 2 Thursday 9:00 am,2025 Winter,archived
1036,5194,9,RSS 9 Monday 4:30 pm,2025 Winter,archived
1142,5195,12,RSS 11 Saturday 6:15 pm,2025 Winter,archived
1298,5196,9,RSS 10 Thursday 6:15 pm,2025 Winter,archived
1175,5197,12,RSS 2 Saturday 10:30 am,2025 Winter,archived
1260,5198,16,RSS 1 Friday 5:00 pm,2025 Winter,archived
1137,5199,11,RSS 10 Tuesday 6:15 pm,2025 Winter,archived
1002,5200,3,RSS 11 Thursday 6:15 pm,2025 Winter,archived
1145,5201,10,RSS 11 Thursday 9:00 am,2025 Winter,archived
1153,5202,5,RSS 1 Monday 4:00 pm,2025 Winter,archived
1251,5203,16,RSS 2 Monday 10:30 am,2025 Winter,archived
1077,5204,18,RSS 3 Thursday 4:30 pm,2025 Winter,archived
1229,5205,12,RSS 11 Saturday 6:15 pm,2025 Winter,archived
1297,5206,18,RSS 7 Friday 6:15 pm,2025 Winter,archived
1177,5207,24,RSS 3 Thursday 6:15 pm,2025 Winter,archived
1171,5208,4,Adult Learn to Swim Thursday 5:00 pm,2025 Winter,archived
1194,5209,14,RSS 5 Monday 6:15 pm,2025 Winter,archived
1294,5210,12,RSS 4 Thursday 4:30 pm,2025 Winter,archived
1165,5211,8,Adult Learn to Swim Wednesday 9:00 am,2025 Winter,archived
1097,5212,22,RSS 6 Friday 6:15 pm,2025 Winter,archived
1123,5213,12,RSS 1 Thursday 4:00 pm,2025 Winter,archived
1291,5214,7,RSS 2 Thursday 9:00 am,2025 Winter,archived
1120,5215,22,RSS 4 Saturday 6:15 pm,2025 Winter,archived
1211,5216,20,RSS 1 Monday 4:00 pm,2025 Winter,archived
1023,5217,8,RSS 3 Friday 10:30 am,2025 Winter,archived
1163,5218,3,Adult Learn to Swim Friday 10:30 am,2025 Winter,archived
1243,5219,19,RSS 4 Tuesday 4:00 pm,2025 Winter,archived
1196,5220,25,RSS 3 Friday 9:00 am,2025 Winter,archived
1198,5221,9,Adult Learn to Swim Tuesday 10:30 am,2025 Winter,archived
1078,5222,18,RSS 5 Tuesday 9:00 am,2025 Winter,archived
1254,5223,22,Adult Learn to Swim Monday 10:30 am,2025 Winter,archived
1019,5224,1,RSS 6 Tuesday 5:00 pm,2025 Winter,archived
1065,5225,11,RSS 1 Tuesday 4:00 pm,2025 Winter,archived
1129,5226,2,RSS 3 Saturday 4:30 pm,2025 Winter,archived
1275,5227,17,RSS 2 Saturday 9:00 am,2025 Winter,archived
1152,5228,16,RSS 8 Wednesday 5:00 pm,2025 Winter,archived
1085,5229,19,RSS 2 Thursday 5:00 pm,2025 Winter,archived
1223,5230,8,RSS 10 Monday 6:15 pm,2025 Winter,archived
1026,5231,22,RSS 9 Wednesday 4:30 pm,2025 Winter,archived
1224,5232,21,RSS 1 Monday 4:30 pm,2025 Winter,archived
1217,5233,13,RSS 7 Saturday 9:00 am,2025 Winter,archived
1113,5234,16,RSS 12 Thursday 9:00 am,2025 Winter,archived
1250,5235,3,RSS 6 Friday 10:30 am,2025 Winter,archived
1135,5236,3,RSS 3 Wednesday 5:00 pm,2025 Winter,archived
1271,5237,21,RSS 10 Friday 6:15 pm,2025 Winter,archived
1117,5238,11,RSS 7 Friday 5:00 pm,2025 Winter,archived
1004,5239,10,RSS 8 Friday 5:00 pm,2025 Winter,archived
1185,5240,14,RSS 2 Saturday 9:00 am,2025 Winter,archived
1037,5241,21,RSS 11 Friday 6:15 pm,2025 Winter,archived
1105,5242,7,RSS 7 Thursday 10:30 am,2025 Winter,archived
1278,5243,14,RSS 6 Thursday 4:30 pm,2025 Winter,archived
1168,5244,14,RSS 12 Monday 4:00 pm,2025 Winter,archived
1040,5245,14,RSS 6 Saturday 4:00 pm,2025 Winter,archived
1020,5246,12,RSS 3 Saturday 4:30 pm,2025 Winter,archived
1121,5247,3,RSS 2 Monday 9:00 am,2025 Winter,archived
1201,5248,14,RSS 2 Saturday 6:15 pm,2025 Winter,archived
1068,5249,12,Adapted Tuesday 5:00 pm,2025 Winter,archived
1087,5250,2,RSS 10 Friday 5:00 pm,2025 Winter,archived
1160,5251,11,RSS 11 Monday 4:30 pm,2025 Winter,archived
1178,5252,12,Adult Learn to Swim Saturday 4:30 pm,2025 Winter,archived
1102,5253,24,RSS 1 Wednesday 5:00 pm,2025 Winter,archived
1167,5254,10,RSS 6 Monday 5:00 pm,2025 Winter,archived
1021,5255,17,RSS 4 Tuesday 6:15 pm,2025 Winter,archived
1219,5256,16,RSS 4 Monday 4:00 pm,2025 Winter,archived
1252,5257,18,RSS 6 Monday 4:00 pm,2025 Winter,archived
1225,5258,19,RSS 4 Thursday 5:00 pm,2025 Winter,archived
1173,5259,25,Adult Learn to Swim Friday 5:00 pm,2025 Winter,archived
1220,5260,22,RSS 11 Friday 9:00 am,2025 Winter,archived
1282,5261,20,RSS 11 Saturday 4:00 pm,2025 Winter,archived
1290,5262,1,RSS 3 Wednesday 6:15 pm,2025 Winter,archived
1082,5263,25,RSS 5 Wednesday 4:00 pm,2025 Winter,archived
1161,5264,1,RSS 3 Tuesday 5:00 pm,2025 Winter,archived
1184,5265,22,RSS 7 Monday 10:30 am,2025 Winter,archived
1195,5266,24,RSS 11 Monday 9:00 am,2025 Winter,archived
1295,5267,24,RSS 9 Tuesday 4:30 pm,2025 Winter,archived
1139,5268,14,RSS 8 Wednesday 10:30 am,2025 Winter,archived
1010,5269,12,RSS 5 Saturday 4:00 pm,2025 Winter,archived
1159,5270,25,RSS 10 Friday 9:00 am,2025 Winter,archived
1018,5271,2,RSS 3 Tuesday 5:00 pm,2025 Winter,archived
1061,5272,2,RSS 11 Monday 4:00 pm,2025 Winter,archived
1162,5273,15,RSS 11 Thursday 4:30 pm,2025 Winter,archived
1176,5274,20,RSS 8 Thursday 4:00 pm,2025 Winter,archived
1074,5275,7,Adapted Friday 9:00 am,2025 Winter,archived
1059,5276,12,RSS 7 Monday 4:00 pm,2025 Winter,archived
1192,5277,22,RSS 11 Friday 4:30 pm,2025 Winter,archived
1024,5278,17,RSS 11 Wednesday 9:00 am,2025 Winter,archived
1112,5279,8,RSS 7 Friday 9:00 am,2025 Winter,archived
1246,5280,1,RSS 4 Wednesday 10:30 am,2025 Winter,archived
1215,5281,25,RSS 3 Wednesday 4:00 pm,2025 Winter,archived
1263,5282,11,RSS 2 Monday 4:30 pm,2025 Winter,archived
1181,5283,24,RSS 7 Tuesday 10:30 am,2025 Winter,archived
1233,5284,13,RSS 9 Saturday 10:30 am,2025 Winter,archived
1114,5285,17,RSS 9 Saturday 4:00 pm,2025 Winter,archived
1043,5286,3,RSS 7 Saturday 9:00 am,2025 Winter,archived
1276,5287,14,RSS 1 Thursday 9:00 am,2025 Winter,archived
1277,5288,11,RSS 10 Thursday 5:00 pm,2025 Winter,archived
1008,5289,13,RSS 12 Saturday 4:30 pm,2025 Winter,archived
1012,5290,10,RSS 2 Thursday 9:00 am,2025 Winter,archived
1084,5291,11,RSS 3 Friday 4:30 pm,2025 Winter,archived
1015,5292,23,RSS 6 Monday 4:30 pm,2025 Winter,archived
1076,5293,4,RSS 4 Thursday 5:00 pm,2025 Winter,archived
1092,5294,13,RSS 9 Monday 4:30 pm,2025 Winter,archived
1096,5295,10,RSS 12 Wednesday 10:30 am,2025 Winter,archived
1111,5296,11,Adapted Tuesday 9:00 am,2025 Winter,archived
1038,5297,17,RSS 11 Monday 5:00 pm,2025 Winter,archived
1063,5298,17,RSS 4 Wednesday 4:00 pm,2025 Winter,archived
1136,5299,24,Adult Learn to Swim Saturday 10:30 am,2025 Winter,archived
1106,5300,8,RSS 2 Tuesday 4:00 pm,2025 Winter,archived
1280,5301,7,RSS 3 Friday 10:30 am,2025 Winter,archived
1284,5302,25,Adapted Saturday 9:00 am,2025 Winter,archived
1047,5303,6,Adapted Saturday 4:30 pm,2025 Winter,archived
1044,5304,15,Adapted Friday 5:00 pm,2025 Winter,archived
1045,5305,15,RSS 11 Friday 6:15 pm,2025 Winter,archived
1226,5306,21,RSS 10 Wednesday 6:15 pm,2025 Winter,archived
1157,5307,11,RSS 3 Thursday 9:00 am,2025 Winter,archived
1238,5308,16,RSS 8 Saturday 4:00 pm,2025 Winter,archived
1265,5309,9,RSS 10 Monday 4:00 pm,2025 Winter,archived
1062,5310,17,RSS 2 Wednesday 4:30 pm,2025 Winter,archived
1128,5311,15,RSS 1 Monday 4:00 pm,2025 Winter,archived
1150,5312,10,RSS 2 Saturday 9:00 am,2025 Winter,archived
1240,5313,20,RSS 10 Friday 4:30 pm,2025 Winter,archived
1060,5314,15,RSS 10 Friday 6:15 pm,2025 Winter,archived
1119,5315,2,RSS 8 Friday 6:15 pm,2025 Winter,archived
1164,5316,7,RSS 6 Friday 4:30 pm,2025 Winter,archived
1066,5317,17,RSS 3 Monday 4:30 pm,2025 Winter,archived
1118,5318,4,Adapted Wednesday 6:15 pm,2025 Winter,archived
1270,5319,3,RSS 9 Saturday 10:30 am,2025 Winter,archived
1003,5320,2,RSS 4 Saturday 4:30 pm,2025 Winter,archived
1266,5321,15,RSS 9 Friday 5:00 pm,2025 Winter,archived
1206,5322,6,RSS 6 Wednesday 4:00 pm,2025 Winter,archived
1299,5323,13,RSS 7 Wednesday 6:15 pm,2025 Winter,archived
1041,5324,20,RSS 1 Saturday 6:15 pm,2025 Winter,archived
1257,5325,11,RSS 2 Wednesday 9:00 am,2025 Winter,archived
1289,5326,18,RSS 11 Thursday 4:00 pm,2025 Winter,archived
1089,5327,9,RSS 12 Saturday 5:00 pm,2025 Winter,archived
1151,5328,5,RSS 6 Monday 5:00 pm,2025 Winter,archived
1193,5329,22,RSS 3 Wednesday 4:00 pm,2025 Winter,archived
1109,5330,21,RSS 12 Saturday 4:30 pm,2025 Winter,archived
1256,5331,5,RSS 10 Saturday 9:00 am,2025 Winter,archived
1262,5332,10,RSS 9 Thursday 6:15 pm,2025 Winter,archived
1259,5333,11,Adult Learn to Swim Tuesday 6:15 pm,2025 Winter,archived
1051,5334,23,Adult Learn to Swim Saturday 6:15 pm,2025 Winter,archived
1099,5335,17,RSS 2 Saturday 6:15 pm,2025 Winter,archived
1124,5336,14,RSS 9 Wednesday 9:00 am,2025 Winter,archived
1028,5337,12,RSS 5 Tuesday 10:30 am,2025 Winter,archived
1209,5338,11,Adapted Thursday 10:30 am,2025 Winter,archived
1222,5339,8,RSS 3 Tuesday 9:00 am,2025 Winter,archived
1187,5340,10,Adult Learn to Swim Monday 5:00 pm,2025 Winter,archived
1188,5341,25,RSS 9 Saturday 5:00 pm,2025 Winter,archived
1158,5342,2,RSS 11 Wednesday 5:00 pm,2025 Winter,archived
1006,5343,5,RSS 10 Thursday 10:30 am,2025 Winter,archived
1228,5344,6,RSS 3 Saturday 5:00 pm,2025 Winter,archived
1071,5345,6,RSS 12 Thursday 9:00 am,2025 Winter,archived
1258,5346,14,RSS 6 Saturday 6:15 pm,2025 Winter,archived
1013,5347,8,RSS 8 Friday 4:00 pm,2025 Winter,archived
1170,5348,25,RSS 12 Thursday 10:30 am,2025 Winter,archived
1172,5349,18,RSS 4 Wednesday 4:30 pm,2025 Winter,archived
1205,5350,7,RSS 6 Saturday 5:00 pm,2025 Winter,archived
1091,5351,15,RSS 8 Wednesday 4:30 pm,2025 Winter,archived
1057,5352,17,RSS 9 Thursday 10:30 am,2025 Winter,archived
1049,5353,7,Adapted Friday 10:30 am,2025 Winter,archived
1080,5354,9,RSS 1 Saturday 4:30 pm,2025 Winter,archived
1033,5355,12,RSS 9 Monday 6:15 pm,2025 Winter,archived
1231,5356,17,Adult Learn to Swim Monday 4:00 pm,2025 Winter,archived
1269,5357,3,Adapted Tuesday 4:00 pm,2025 Winter,archived
1093,5358,15,RSS 9 Tuesday 4:30 pm,2025 Winter,archived
1146,5359,3,RSS 4 Thursday 4:00 pm,2025 Winter,archived
1249,5360,1,RSS 7 Monday 4:30 pm,2025 Winter,archived
1258,5361,12,RSS 7 Friday 9:00 am,2025 Spring,archived
1192,5362,20,RSS 3 Saturday 4:30 pm,2025 Spring,archived
1121,5363,12,RSS 6 Thursday 9:00 am,2025 Spring,archived
1198,5364,19,RSS 3 Friday 4:00 pm,2025 Spring,archived
1042,5365,13,RSS 6 Saturday 4:00 pm,2025 Spring,archived
1299,5366,8,RSS 2 Monday 6:15 pm,2025 Spring,archived
1115,5367,6,RSS 8 Friday 4:30 pm,2025 Spring,archived
1015,5368,18,RSS 2 Wednesday 4:00 pm,2025 Spring,archived
1164,5369,23,RSS 8 Tuesday 5:00 pm,2025 Spring,archived
1051,5370,10,RSS 12 Thursday 10:30 am,2025 Spring,archived
1172,5371,4,RSS 3 Monday 4:30 pm,2025 Spring,archived
1075,5372,6,RSS 12 Thursday 9:00 am,2025 Spring,archived
1071,5373,22,Adult Learn to Swim Wednesday 6:15 pm,2025 Spring,archived
1020,5374,12,RSS 12 Monday 5:00 pm,2025 Spring,archived
1147,5375,18,RSS 5 Wednesday 10:30 am,2025 Spring,archived
1242,5376,23,RSS 12 Saturday 6:15 pm,2025 Spring,archived
1072,5377,6,Adapted Wednesday 5:00 pm,2025 Spring,archived
1241,5378,8,RSS 2 Tuesday 10:30 am,2025 Spring,archived
1230,5379,8,Adapted Thursday 9:00 am,2025 Spring,archived
1003,5380,12,RSS 9 Friday 4:00 pm,2025 Spring,archived
1041,5381,15,Adapted Friday 10:30 am,2025 Spring,archived
1010,5382,20,RSS 2 Monday 4:00 pm,2025 Spring,archived
1132,5383,13,RSS 12 Saturday 4:30 pm,2025 Spring,archived
1111,5384,17,RSS 7 Thursday 5:00 pm,2025 Spring,archived
1077,5385,3,RSS 3 Wednesday 6:15 pm,2025 Spring,archived
1271,5386,3,RSS 8 Thursday 6:15 pm,2025 Spring,archived
1217,5387,17,RSS 6 Tuesday 5:00 pm,2025 Spring,archived
1057,5388,21,RSS 10 Tuesday 10:30 am,2025 Spring,archived
1148,5389,14,RSS 9 Monday 9:00 am,2025 Spring,archived
